respondent_id,age,gender,city,city_tier,occupation,monthly_income_band,skin_type,skin_tone,climate_zone,water_hardness,known_allergies,concern_acne_breakouts,concern_pigmentation_dark_spots,concern_open_pores,concern_dullness,concern_dark_circles,concern_uneven_skin_tone,concern_dryness_dehydration,concern_anti_ageing_wrinkles,concern_sensitivity_redness,concern_tan_removal,total_concerns,routine_steps,uses_cleanser,uses_moisturiser,uses_sunscreen,uses_serum,uses_acne_treatment,uses_brightening,uses_under_eye_cream,uses_ayurvedic,ingredient_awareness_score,psychographic_type,brand_openness,digital_content_hrs_week,online_shopping_freq,past_product_failure,failure_reason,current_satisfaction_score,preferred_format,preferred_brand_origin,importance_natural_ingredients,purchase_decision_driver,monthly_skincare_spend,premium_willingness,platform_appeal_score,will_signup
RESP_1548,30,Female,Mumbai,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Combination,Medium Brown,Semi-Arid,Soft,None,0,1,1,1,1,0,0,0,0,0,4,2,1,0,1,1,0,1,1,1,4.2,Ayurveda Loyalist,Very reluctant,3.9,Rarely (once in 3–6 months),1,Wrong skin type match,4.2,Gel,International Western,Somewhat Important,Online reviews,2379,No,5.7,1
RESP_1549,19,Female,Chennai,Tier 1,Salaried – Private,,Dry,Medium Brown,Tropical Humid,Very Hard,Fragrance,0,1,0,1,0,1,1,1,1,0,6,3,1,1,0,1,0,1,0,0,5.4,Minimalist,Very willing,2.5,Rarely (once in 3–6 months),1,No visible results,5.7,Gel,Ayurvedic / Herbal,Not Important,Ingredient list,1680,No,6.5,1
RESP_1550,32,Female,Chennai,Tier 1,Salaried – Private,"₹40,001–₹70,000",Oily,Wheatish,Tropical Humid,Moderately Hard,Fragrance,0,0,0,1,0,1,0,0,1,0,3,3,1,1,1,1,0,0,0,1,3.8,Convenience Seeker,Somewhat reluctant,4.3,Regularly (2–3 times a month),1,Caused breakouts,7.2,Cream,Indian / Homegrown,Somewhat Important,Price / discount,2091,"Yes, if proven effective",7.0,0
RESP_1551,47,Male,Delhi,Tier 1,Student,"Below ₹20,000",Sensitive,Medium Brown,Arid,Don't Know,None,0,1,1,0,0,0,0,1,1,0,4,5,0,0,1,1,0,1,0,0,5.5,Ayurveda Loyalist,Somewhat reluctant,5.1,Very Frequently (weekly),1,Wrong skin type match,5.1,Cream,Korean (K-beauty),Not Important,Online reviews,1529,"Yes, if proven effective",7.1,1
RESP_1552,31,Female,Chandigarh,Tier 2,Student,,Oily,Wheatish,Arid,Moderately Hard,Multiple,1,0,0,0,0,1,1,0,0,1,4,2,1,0,1,1,0,0,0,1,0.5,Ayurveda Loyalist,Neutral,1.9,Occasionally (once a month),1,Caused breakouts,4.1,Cream,International Western,Somewhat Important,Ingredient list,982,Maybe,4.6,0
RESP_1553,39,Female,Jodhpur,Tier 3,Salaried – Private,"₹70,001–₹1,00,000",Oily,Fair,Arid,Don't Know,Alcohol,1,0,1,0,1,1,1,0,0,1,6,5,1,1,0,0,0,0,1,0,3.9,Trend Follower,Somewhat willing,4.3,Regularly (2–3 times a month),0,N/A,6.0,Gel,Korean (K-beauty),Somewhat Important,Price / discount,3416,No,5.5,1
RESP_1554,43,Female,Lucknow,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Medium Brown,Tropical Humid,Very Hard,Parabens,1,1,1,0,0,0,0,0,0,1,4,3,1,0,1,0,0,1,0,1,2.7,Ayurveda Loyalist,Somewhat reluctant,1.5,Occasionally (once a month),1,Wrong skin type match,4.4,Sheet Mask,Indian / Homegrown,Very Important,Friend / family word of mouth,1845,"Yes, if proven effective",4.9,0
RESP_1555,23,Female,Amritsar,Tier 3,Homemaker,"Above ₹1,00,000",Normal,Medium Brown,Semi-Arid,Don't Know,None,0,1,0,0,0,0,0,1,1,1,4,2,1,1,1,1,0,1,0,0,1.5,Ayurveda Loyalist,Somewhat reluctant,4.3,Rarely (once in 3–6 months),0,N/A,7.5,Foam / Mousse,No preference,Very Important,Dermatologist recommendation,4991,"Yes, if proven effective",2.1,0
RESP_1556,23,Male,Bhopal,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Combination,Wheatish,Arid,Moderately Hard,Sulfates,1,1,0,1,0,1,0,0,0,1,5,7,1,1,1,1,1,1,0,1,8.4,Minimalist,Very willing,1.6,Very Frequently (weekly),0,N/A,5.6,Lotion,International Western,Very Important,Friend / family word of mouth,3155,Maybe,5.2,0
RESP_1557,32,Female,Chennai,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Combination,Dark Brown,Semi-Arid,Don't Know,Alcohol,0,0,0,1,1,1,1,1,0,0,5,5,1,1,1,1,0,0,0,1,7.5,Convenience Seeker,Neutral,0.0,Occasionally (once a month),1,Ingredient sensitivity,3.3,Serum / Oil,International Western,Neutral,Friend / family word of mouth,2468,"Yes, if proven effective",4.5,0
RESP_1558,27,Female,Amritsar,Tier 3,Student,"Below ₹20,000",Normal,Medium Brown,Semi-Arid,nan,Sulfates,0,1,0,0,1,0,1,0,0,0,3,3,1,0,0,1,0,0,0,1,1.3,Ayurveda Loyalist,Neutral,6.1,Never,0,N/A,6.0,Cream,Ayurvedic / Herbal,Somewhat Important,Friend / family word of mouth,498,"Yes, definitely",3.5,1
RESP_1559,40,Female,Mumbai,Tier 1,Salaried – Private,"Above ₹1,00,000",Dry,Wheatish,Semi-Arid,Soft,None,0,0,0,0,1,0,1,0,0,1,3,4,1,1,1,1,0,0,0,1,5.2,Ayurveda Loyalist,Somewhat reluctant,2.8,Occasionally (once a month),1,No visible results,4.3,Foam / Mousse,Indian / Homegrown,Very Important,Social media / influencer,8904,Maybe,7.6,0
RESP_1560,44,Female,Jaipur,Tier 2,Self-employed / Freelancer,,Oily,Wheatish,Arid,Don't Know,None,0,0,1,1,0,0,0,0,1,1,4,6,1,1,1,0,0,0,0,0,6.6,Ingredient Nerd,Neutral,4.9,Never,1,Caused breakouts,3.4,Cream,Indian / Homegrown,Somewhat Important,Online reviews,2389,"Yes, if proven effective",7.0,0
RESP_1561,26,Female,Kolkata,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Oily,Wheatish,Tropical Humid,Moderately Hard,Multiple,0,1,0,0,1,0,0,0,0,1,3,6,0,1,1,1,0,1,0,0,4.3,Ayurveda Loyalist,Neutral,2.6,Regularly (2–3 times a month),0,N/A,7.0,Gel,No preference,Not Important,Friend / family word of mouth,2957,Maybe,5.5,1
RESP_1562,23,Male,Ranchi,Tier 3,Student,"₹20,001–₹40,000",Combination,Wheatish,Arid,Moderately Hard,Multiple,0,1,1,1,0,1,1,0,0,0,5,5,1,1,0,1,0,0,0,0,4.4,Convenience Seeker,Somewhat reluctant,4.3,Occasionally (once a month),1,Too expensive,5.1,Serum / Oil,Ayurvedic / Herbal,Very Important,Online reviews,1743,Maybe,5.8,0
RESP_1563,38,Female,Pune,Tier 1,Salaried – Private,"₹20,001–₹40,000",Combination,Wheatish,Moderate,Hard,Fragrance,0,1,0,1,0,0,0,0,0,1,3,4,0,1,0,0,0,1,0,0,5.3,Budget Optimizer,Somewhat reluctant,1.9,Regularly (2–3 times a month),1,Caused breakouts,4.1,Lotion,Indian / Homegrown,Neutral,Social media / influencer,2154,Maybe,7.9,1
RESP_1564,24,Female,Ahmedabad,Tier 1,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Wheatish,Tropical Humid,nan,None,0,0,1,0,1,1,0,0,0,1,4,3,1,1,1,1,0,0,0,0,4.4,Budget Optimizer,Neutral,2.3,Regularly (2–3 times a month),1,Wrong skin type match,6.4,Lotion,Ayurvedic / Herbal,Neutral,Friend / family word of mouth,1901,Maybe,5.9,1
RESP_1565,40,Female,Agra,Tier 3,Salaried – Private,"₹20,001–₹40,000",Oily,Fair,Moderate,Don't Know,,0,1,0,1,1,0,0,0,0,1,4,7,1,0,0,1,0,0,0,1,6.7,Budget Optimizer,Very reluctant,3.9,Never,0,N/A,9.9,Sheet Mask,No preference,Somewhat Important,Online reviews,1491,No,3.3,0
RESP_1566,27,Male,Mumbai,Tier 1,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Wheatish,Moderate,nan,Multiple,0,1,1,0,0,0,0,0,0,1,3,3,1,0,1,1,0,1,0,0,3.3,Convenience Seeker,Neutral,2.8,Occasionally (once a month),1,Wrong skin type match,3.4,Lotion,Indian / Homegrown,Not Important,Dermatologist recommendation,2521,"Yes, if proven effective",6.2,1
RESP_1567,33,Female,Vadodara,Tier 2,Salaried – Private,"₹40,001–₹70,000",Combination,Wheatish,Moderate,Soft,,0,0,1,1,1,1,0,0,1,1,6,2,1,1,1,0,0,0,0,0,3.4,Ingredient Nerd,Very willing,2.3,Regularly (2–3 times a month),1,No visible results,7.7,Cream,Indian / Homegrown,Not Important,Brand reputation,1911,"Yes, if proven effective",4.1,0
RESP_1568,20,Male,Visakhapatnam,Tier 2,Student,"Below ₹20,000",Oily,Wheatish,Moderate,Don't Know,None,1,1,1,1,1,0,0,0,1,0,6,7,0,1,0,0,0,1,0,1,7.5,Ayurveda Loyalist,Neutral,3.7,Occasionally (once a month),1,Caused breakouts,7.1,Cream,Ayurvedic / Herbal,Neutral,Friend / family word of mouth,1599,"Yes, if proven effective",6.0,1
RESP_1569,32,Male,Meerut,Tier 3,Salaried – Private,"₹20,001–₹40,000",Oily,Fair,Tropical Humid,Moderately Hard,None,1,1,1,0,1,1,0,0,0,1,6,2,1,0,0,0,1,1,1,0,3.6,Ayurveda Loyalist,Somewhat reluctant,3.5,Occasionally (once a month),0,N/A,6.8,Foam / Mousse,International Western,Very Important,Price / discount,1442,"Yes, definitely",2.9,0
RESP_1570,28,Male,Agra,Tier 3,Salaried – Private,"₹40,001–₹70,000",Dry,Medium Brown,Arid,nan,None,0,1,0,0,1,1,1,0,1,1,6,4,1,1,0,0,0,1,0,1,3.6,Ingredient Nerd,Very willing,7.4,Occasionally (once a month),1,Wrong skin type match,3.5,Serum / Oil,No preference,Very Important,Friend / family word of mouth,3201,Maybe,6.4,1
RESP_1571,31,Female,Guwahati,Tier 3,Student,"Below ₹20,000",Combination,Wheatish,Tropical Humid,Don't Know,Fragrance,0,0,0,1,0,1,1,0,0,1,4,3,1,1,0,1,0,0,0,0,4.4,Ayurveda Loyalist,Very reluctant,2.0,Occasionally (once a month),1,Wrong skin type match,4.1,Serum / Oil,Ayurvedic / Herbal,Somewhat Important,Dermatologist recommendation,875,"Yes, if proven effective",5.0,1
RESP_1572,22,Female,Ahmedabad,Tier 1,Student,"Below ₹20,000",Combination,Medium Brown,Moderate,Hard,None,0,1,0,0,1,0,0,1,0,0,3,5,1,1,1,1,0,1,0,0,8.3,Convenience Seeker,Somewhat willing,2.8,Regularly (2–3 times a month),1,Ingredient sensitivity,10.0,Gel,International Western,Somewhat Important,Friend / family word of mouth,1302,Maybe,6.3,0
RESP_1573,36,Male,Ranchi,Tier 3,Student,"₹20,001–₹40,000",Dry,Dark Brown,Arid,Soft,Alcohol,0,0,0,0,1,1,1,0,0,0,3,3,1,0,0,0,0,0,0,1,3.2,Ayurveda Loyalist,Very reluctant,4.2,Occasionally (once a month),1,Caused breakouts,4.9,Gel,Indian / Homegrown,Very Important,Friend / family word of mouth,1359,Maybe,6.5,1
RESP_1574,42,Non-binary / Prefer not to say,Surat,Tier 2,Student,"₹20,001–₹40,000",Combination,Fair,Tropical Humid,Very Hard,None,1,0,1,1,0,1,1,1,0,0,6,3,1,1,1,0,1,0,0,0,3.6,Convenience Seeker,Neutral,2.5,Rarely (once in 3–6 months),1,Too expensive,4.8,Serum / Oil,Ayurvedic / Herbal,Very Important,Online reviews,1639,"Yes, if proven effective",4.8,1
RESP_1575,23,Male,Chandigarh,Tier 2,Salaried – Private,"₹40,001–₹70,000",Dry,Wheatish,Arid,Don't Know,None,0,0,0,0,1,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1.1,Ayurveda Loyalist,Very reluctant,0.6,Rarely (once in 3–6 months),1,Too expensive,3.5,Cream,Indian / Homegrown,Very Important,Dermatologist recommendation,2479,"Yes, if proven effective",4.8,1
RESP_1576,20,Female,Hyderabad,Tier 1,Business Owner,"₹40,001–₹70,000",Sensitive,Medium Brown,Semi-Arid,Don't Know,Sulfates,0,0,0,1,1,1,0,0,0,1,4,2,1,0,1,0,0,0,0,0,4.2,Trend Follower,Very willing,6.6,Rarely (once in 3–6 months),1,No visible results,2.8,Serum / Oil,Korean (K-beauty),Very Important,Friend / family word of mouth,2806,No,6.4,0
RESP_1577,18,Female,Visakhapatnam,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Wheatish,Semi-Arid,Moderately Hard,None,1,1,1,1,0,0,1,0,0,0,5,5,1,1,0,0,0,1,0,1,7.7,Trend Follower,Very willing,3.6,Rarely (once in 3–6 months),1,No visible results,6.3,Serum / Oil,Korean (K-beauty),Not Important,Social media / influencer,2172,No,4.5,1
RESP_1578,33,Female,Jodhpur,Tier 3,Salaried – Government,"₹40,001–₹70,000",Combination,Fair,Moderate,Soft,Fragrance,1,1,0,0,0,1,0,0,0,1,4,3,1,0,0,0,0,0,0,0,3.1,Budget Optimizer,Somewhat reluctant,3.3,Occasionally (once a month),0,N/A,6.2,Lotion,International Western,Not Important,Ingredient list,2037,"Yes, if proven effective",4.2,0
RESP_1579,31,Male,Agra,Tier 3,Salaried – Private,"₹40,001–₹70,000",Dry,Fair,Semi-Arid,Moderately Hard,None,1,1,1,1,1,1,1,1,1,1,10,3,1,1,0,0,1,0,0,0,3.1,Budget Optimizer,Very reluctant,3.2,Rarely (once in 3–6 months),1,Wrong skin type match,7.8,Powder,Indian / Homegrown,Not Important,Social media / influencer,1864,Maybe,5.3,1
RESP_1580,30,Female,Visakhapatnam,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Wheatish,Semi-Arid,Moderately Hard,Fragrance,1,1,1,0,1,1,0,0,0,1,6,3,1,1,0,1,1,1,0,0,5.6,Trend Follower,Very willing,9.8,Regularly (2–3 times a month),0,N/A,8.5,Foam / Mousse,Indian / Homegrown,Neutral,Dermatologist recommendation,1623,"Yes, if proven effective",5.7,1
RESP_1581,23,Female,Mumbai,Tier 1,Student,"Below ₹20,000",Combination,Wheatish,Moderate,Moderately Hard,None,1,1,1,1,0,0,1,0,1,1,7,3,1,1,1,0,0,0,0,0,6.9,Ayurveda Loyalist,Very reluctant,2.8,Occasionally (once a month),0,N/A,8.3,Gel,Indian / Homegrown,Neutral,Friend / family word of mouth,1246,"Yes, definitely",1.9,0
RESP_1582,27,Male,Surat,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Dark Brown,Semi-Arid,Very Hard,None,0,1,1,1,0,1,0,1,1,1,7,4,1,1,0,0,0,1,0,0,4.6,Ayurveda Loyalist,Neutral,2.8,Occasionally (once a month),1,Too expensive,3.2,Serum / Oil,Korean (K-beauty),Not Important,Price / discount,1405,Maybe,7.1,0
RESP_1583,31,Female,Madurai,Tier 3,Salaried – Private,"Below ₹20,000",Dry,Wheatish,Arid,Soft,None,0,1,0,0,1,1,1,1,0,1,6,2,1,1,1,1,0,1,0,0,2.3,Trend Follower,Somewhat willing,4.3,Never,0,N/A,5.5,Foam / Mousse,Ayurvedic / Herbal,Very Important,Online reviews,1111,"Yes, if proven effective",4.0,1
RESP_1584,29,Male,Jaipur,Tier 2,Student,"Below ₹20,000",Dry,Medium Brown,Tropical Humid,Hard,None,0,1,0,0,1,0,1,1,0,0,4,2,1,1,1,1,0,1,1,1,1.8,Budget Optimizer,Neutral,0.4,Rarely (once in 3–6 months),1,Too expensive,4.5,Foam / Mousse,Korean (K-beauty),Somewhat Important,Online reviews,1000,"Yes, if proven effective",4.6,0
RESP_1585,50,Female,Visakhapatnam,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Wheatish,Moderate,Don't Know,Fragrance,1,1,1,0,1,0,0,0,0,1,5,3,1,1,0,1,1,1,0,0,4.0,Ayurveda Loyalist,Neutral,2.4,Regularly (2–3 times a month),1,No visible results,5.6,Lotion,No preference,Somewhat Important,Brand reputation,2539,"Yes, if proven effective",6.7,1
RESP_1586,21,Female,Hyderabad,Tier 1,Salaried – Private,"₹40,001–₹70,000",Dry,Wheatish,Arid,nan,None,1,0,0,1,0,1,1,1,1,0,6,6,1,1,1,1,1,0,0,1,8.1,Convenience Seeker,Neutral,2.4,Occasionally (once a month),1,Too expensive,6.2,Foam / Mousse,Ayurvedic / Herbal,Somewhat Important,Dermatologist recommendation,3090,No,5.8,0
RESP_1587,34,Female,Lucknow,Tier 2,Salaried – Private,"₹40,001–₹70,000",Dry,Fair,Semi-Arid,Hard,Alcohol,0,1,1,1,1,0,1,0,0,1,6,4,1,1,1,0,0,0,1,0,4.6,Ayurveda Loyalist,Neutral,2.7,Occasionally (once a month),0,N/A,7.6,Foam / Mousse,Ayurvedic / Herbal,Somewhat Important,Social media / influencer,2001,No,2.6,0
RESP_1588,27,Male,Chandigarh,Tier 2,Student,"₹20,001–₹40,000",Combination,Dark Brown,Tropical Humid,Hard,Sulfates,0,0,1,0,0,0,0,1,0,0,2,3,0,1,1,1,0,0,0,0,3.0,Ingredient Nerd,Somewhat willing,1.7,Rarely (once in 3–6 months),0,N/A,5.9,Lotion,Ayurvedic / Herbal,Not Important,Social media / influencer,2029,Maybe,2.6,0
RESP_1589,27,Female,Mysuru,Tier 3,Salaried – Private,"₹20,001–₹40,000",Combination,Fair,Tropical Humid,Moderately Hard,Alcohol,0,1,1,0,0,0,1,1,0,1,5,2,1,0,1,1,0,1,0,0,0.9,Budget Optimizer,Neutral,3.2,Occasionally (once a month),1,Wrong skin type match,6.5,Lotion,International Western,Very Important,Social media / influencer,1583,"Yes, definitely",4.9,0
RESP_1590,35,Female,Jaipur,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Fair,Moderate,Hard,None,1,1,0,1,0,1,0,0,0,0,4,4,1,1,0,1,1,0,0,0,5.7,Ayurveda Loyalist,Very reluctant,2.6,Regularly (2–3 times a month),1,Wrong skin type match,6.3,Lotion,Indian / Homegrown,Very Important,Dermatologist recommendation,1766,Maybe,6.1,1
RESP_1591,34,Non-binary / Prefer not to say,Chennai,Tier 1,Salaried – Private,"₹20,001–₹40,000",Combination,Wheatish,Arid,Moderately Hard,,1,0,0,1,0,1,0,1,1,0,5,6,1,1,1,1,1,0,0,1,7.9,Budget Optimizer,Very reluctant,0.8,Occasionally (once a month),1,Caused breakouts,6.8,Gel,Indian / Homegrown,Neutral,Friend / family word of mouth,1867,No,4.1,0
RESP_1592,50,Female,Patna,Tier 2,Student,"Below ₹20,000",Normal,Fair,Semi-Arid,Soft,None,0,1,0,0,1,0,0,0,0,0,2,4,1,1,1,0,0,0,1,0,4.7,Trend Follower,Somewhat willing,7.5,Rarely (once in 3–6 months),1,Ingredient sensitivity,4.6,Serum / Oil,Korean (K-beauty),Not Important,Dermatologist recommendation,1263,No,5.8,0
RESP_1593,21,Female,Pune,Tier 1,Salaried – Private,,Oily,Fair,Semi-Arid,Very Hard,,1,1,1,1,0,0,0,0,0,0,4,2,1,1,1,0,0,0,0,0,2.2,Convenience Seeker,Neutral,3.1,Very Frequently (weekly),0,N/A,3.7,Foam / Mousse,Korean (K-beauty),Not Important,Online reviews,1643,"Yes, if proven effective",4.7,1
RESP_1594,21,Female,Ranchi,Tier 3,Student,"Below ₹20,000",Dry,Medium Brown,Semi-Arid,Moderately Hard,None,0,0,0,0,1,1,1,0,0,1,4,7,0,1,1,0,0,0,0,0,6.3,Ayurveda Loyalist,Somewhat reluctant,4.6,Occasionally (once a month),1,No visible results,4.4,Lotion,International Western,Neutral,Friend / family word of mouth,1269,"Yes, definitely",7.2,1
RESP_1595,35,Female,Kochi,Tier 2,Salaried – Government,"₹70,001–₹1,00,000",Combination,Wheatish,Tropical Humid,Very Hard,Fragrance,0,0,1,1,1,0,0,1,1,1,6,3,1,1,1,0,0,0,1,0,3.3,Ayurveda Loyalist,Somewhat reluctant,5.3,Rarely (once in 3–6 months),1,Too expensive,5.1,Serum / Oil,Korean (K-beauty),Somewhat Important,Online reviews,2237,No,6.7,1
RESP_1596,31,Male,Bhopal,Tier 2,Salaried – Government,"₹20,001–₹40,000",Combination,Wheatish,Arid,Don't Know,Fragrance,1,1,0,1,1,1,1,0,0,0,6,3,1,1,1,0,1,0,0,0,2.0,Convenience Seeker,Somewhat willing,2.8,Occasionally (once a month),1,Ingredient sensitivity,8.6,Lotion,Indian / Homegrown,Neutral,Friend / family word of mouth,1606,Maybe,3.6,0
RESP_1597,24,Female,Vadodara,Tier 2,Student,"Below ₹20,000",Oily,Dark Brown,Tropical Humid,Soft,None,1,0,1,1,1,1,1,0,1,1,8,3,1,1,1,1,1,0,1,0,4.9,Convenience Seeker,Neutral,4.7,Never,0,N/A,7.3,Lotion,Korean (K-beauty),Neutral,Online reviews,1347,"Yes, if proven effective",3.5,1
RESP_1598,20,Female,Coimbatore,Tier 2,Student,"Below ₹20,000",Dry,Medium Brown,Tropical Humid,Hard,Sulfates,1,0,0,1,0,0,1,0,0,0,3,3,1,1,1,0,0,0,0,1,4.6,Ayurveda Loyalist,Somewhat reluctant,4.5,Rarely (once in 3–6 months),1,No visible results,7.0,Lotion,No preference,Somewhat Important,Dermatologist recommendation,8270,Maybe,3.7,1
RESP_1599,20,Female,Bhopal,Tier 2,Salaried – Government,,Dry,Wheatish,Moderate,Hard,Alcohol,0,0,0,1,0,0,1,0,1,1,4,1,1,1,1,1,0,0,0,1,2.1,Convenience Seeker,Very willing,3.8,Occasionally (once a month),1,Wrong skin type match,3.7,Cream,Ayurvedic / Herbal,Very Important,Dermatologist recommendation,1266,"Yes, if proven effective",5.4,1
RESP_1600,43,Male,Chandigarh,Tier 2,Salaried – Private,"Above ₹1,00,000",Sensitive,Medium Brown,Semi-Arid,Hard,Fragrance,0,0,0,0,0,0,0,0,0,1,1,6,1,1,1,0,0,0,0,0,4.6,Trend Follower,Very willing,1.9,Regularly (2–3 times a month),0,N/A,5.3,Serum / Oil,Korean (K-beauty),Neutral,Price / discount,5705,"Yes, if proven effective",4.0,1
RESP_1601,23,Female,Bangalore,Tier 1,Student,"Below ₹20,000",Oily,Fair,Moderate,Moderately Hard,Alcohol,0,1,1,0,1,1,0,0,0,0,4,3,1,1,1,0,0,0,0,1,5.8,Minimalist,Neutral,1.2,Regularly (2–3 times a month),1,Caused breakouts,4.5,Cream,Indian / Homegrown,Very Important,Brand reputation,1289,"Yes, if proven effective",6.7,1
RESP_1602,25,Female,Chennai,Tier 1,Self-employed / Freelancer,"₹20,001–₹40,000",Sensitive,Medium Brown,Moderate,Soft,,1,0,1,1,0,1,0,0,1,1,6,5,0,1,1,0,1,0,0,1,6.8,Convenience Seeker,Somewhat willing,2.0,Very Frequently (weekly),1,Wrong skin type match,4.6,Gel,International Western,Very Important,Online reviews,2182,"Yes, definitely",7.7,1
RESP_1603,23,Female,Pune,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Dry,Wheatish,Semi-Arid,Soft,None,0,0,0,0,1,0,1,1,1,1,5,7,1,0,1,1,0,0,0,1,8.5,Budget Optimizer,Very reluctant,4.3,Rarely (once in 3–6 months),0,N/A,5.4,Lotion,No preference,Not Important,Price / discount,2628,No,5.7,0
RESP_1604,26,Female,Coimbatore,Tier 2,Salaried – Private,"₹40,001–₹70,000",Oily,Medium Brown,Moderate,Moderately Hard,None,1,0,0,0,1,1,0,0,0,0,3,4,1,1,1,1,0,0,0,0,4.8,Ingredient Nerd,Very willing,6.1,Occasionally (once a month),1,No visible results,4.9,Gel,International Western,Not Important,Dermatologist recommendation,2787,"Yes, if proven effective",6.4,1
RESP_1605,20,Female,Hyderabad,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Dry,Medium Brown,Arid,Moderately Hard,,0,1,1,1,0,0,1,0,1,1,6,4,1,1,1,1,0,1,0,1,4.7,Convenience Seeker,Very willing,2.8,Occasionally (once a month),1,Wrong skin type match,3.5,Serum / Oil,No preference,Neutral,Price / discount,3912,"Yes, if proven effective",5.0,0
RESP_1606,29,Female,Bhopal,Tier 2,Salaried – Government,"₹20,001–₹40,000",Combination,Wheatish,Semi-Arid,Don't Know,Fragrance,0,1,0,1,1,1,1,1,1,1,8,6,1,1,0,0,0,1,0,0,6.4,Budget Optimizer,Neutral,3.9,Occasionally (once a month),0,N/A,6.1,Gel,Ayurvedic / Herbal,Very Important,Dermatologist recommendation,1676,"Yes, if proven effective",3.9,0
RESP_1607,20,Male,Trichy,Tier 3,Salaried – Private,"₹20,001–₹40,000",Oily,Wheatish,Arid,Hard,None,0,0,1,1,0,0,0,0,0,0,2,4,1,1,0,1,0,0,0,0,4.9,Convenience Seeker,Neutral,5.4,Regularly (2–3 times a month),1,Caused breakouts,6.1,Foam / Mousse,Indian / Homegrown,Neutral,Online reviews,1577,"Yes, if proven effective",8.1,1
RESP_1608,39,Female,Dehradun,Tier 3,Business Owner,"Below ₹20,000",Oily,Wheatish,Arid,Soft,None,0,0,1,1,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0.9,Budget Optimizer,Somewhat reluctant,3.7,Regularly (2–3 times a month),1,Wrong skin type match,1.0,Foam / Mousse,Ayurvedic / Herbal,Somewhat Important,Online reviews,991,"Yes, if proven effective",7.0,1
RESP_1609,23,Male,Surat,Tier 2,Self-employed / Freelancer,"₹70,001–₹1,00,000",Normal,Wheatish,Semi-Arid,Don't Know,None,0,0,1,0,1,1,1,1,0,0,5,6,1,1,0,0,0,0,0,0,7.6,Ayurveda Loyalist,Somewhat reluctant,5.8,Occasionally (once a month),0,N/A,5.4,Foam / Mousse,International Western,Very Important,Ingredient list,4363,Maybe,5.3,0
RESP_1610,30,Non-binary / Prefer not to say,Lucknow,Tier 2,Student,"Below ₹20,000",Sensitive,Medium Brown,Arid,nan,Multiple,1,1,0,0,1,0,1,0,0,1,5,2,1,1,0,0,1,0,0,0,3.3,Ayurveda Loyalist,Neutral,1.7,Regularly (2–3 times a month),0,N/A,7.1,Cream,Korean (K-beauty),Somewhat Important,Online reviews,1269,"Yes, definitely",3.1,1
RESP_1611,43,Female,Kolkata,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Oily,Wheatish,Arid,Hard,None,1,1,1,0,0,1,0,1,1,1,7,2,1,0,1,0,1,1,0,0,4.5,Convenience Seeker,Neutral,2.3,Rarely (once in 3–6 months),0,N/A,4.7,Cream,No preference,Not Important,Social media / influencer,2579,"Yes, definitely",4.6,0
RESP_1612,33,Female,Nagpur,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Fair,Semi-Arid,Hard,None,1,1,1,0,1,1,0,1,0,1,7,3,1,1,0,0,1,1,0,0,3.5,Ayurveda Loyalist,Very reluctant,2.7,Occasionally (once a month),0,N/A,5.2,Cream,Korean (K-beauty),Very Important,Social media / influencer,1891,"Yes, if proven effective",2.9,0
RESP_1613,30,Female,Agra,Tier 3,Salaried – Private,"Below ₹20,000",Combination,Medium Brown,Moderate,Don't Know,Fragrance,0,0,1,1,0,1,1,1,1,0,6,5,1,0,1,1,0,0,0,0,4.3,Convenience Seeker,Very willing,2.2,Rarely (once in 3–6 months),1,Wrong skin type match,4.4,Foam / Mousse,Indian / Homegrown,Somewhat Important,Online reviews,1233,Maybe,6.2,0
RESP_1614,25,Male,Ahmedabad,Tier 1,Self-employed / Freelancer,"₹20,001–₹40,000",Combination,Dark Brown,Arid,Hard,None,1,1,1,0,0,0,0,1,0,0,4,6,1,1,1,1,0,0,0,1,5.8,Ingredient Nerd,Somewhat willing,5.5,Very Frequently (weekly),1,Too expensive,3.6,Cream,Indian / Homegrown,Somewhat Important,Brand reputation,2489,"Yes, if proven effective",8.9,1
